Ten-Year Age Groups,Ten-Year Age Groups Code,ICD Chapter,ICD Chapter Code,Year,Year Code,Deaths,Population,Crude Rate
< 1 year,1,External causes of morbidity and mortality,V01-Y89,2006,2006,1598,4041738,39.5
< 1 year,1,External causes of morbidity and mortality,V01-Y89,2007,2007,1747,4147997,42.1
< 1 year,1,External causes of morbidity and mortality,V01-Y89,2008,2008,1773,4132735,42.9
< 1 year,1,External causes of morbidity and mortality,V01-Y89,2009,2009,1627,4003587,40.6
< 1 year,1,External causes of morbidity and mortality,V01-Y89,2010,2010,1551,3944153,39.3
< 1 year,1,External causes of morbidity and mortality,V01-Y89,2011,2011,1544,3996537,38.6
< 1 year,1,External causes of morbidity and mortality,V01-Y89,2012,2012,1565,3943077,39.7
< 1 year,1,External causes of morbidity and mortality,V01-Y89,2013,2013,1552,3941783,39.4
< 1 year,1,External causes of morbidity and mortality,V01-Y89,2014,2014,1498,3948350,37.9
< 1 year,1,External causes of morbidity and mortality,V01-Y89,2015,2015,1656,3978038,41.6
< 1 year,1,External causes of morbidity and mortality,V01-Y89,2016,2016,1634,3970145,41.2
< 1 year,1,External causes of morbidity and mortality,V01-Y89,2017,2017,1747,3939295,44.3
< 1 year,1,External causes of morbidity and mortality,V01-Y89,2018,2018,1566,3848208,40.7
< 1 year,1,External causes of morbidity and mortality,V01-Y89,2019,2019,1674,3783052,44.2
< 1 year,1,External causes of morbidity and mortality,V01-Y89,2020,2020,1558,3735010,41.7
1-4 years,4-Jan,Certain infectious and parasitic diseases,A00-B99,1999,1999,236,15339782,1.5
1-4 years,4-Jan,Certain infectious and parasitic diseases,A00-B99,2000,2000,222,15370150,1.4
1-4 years,4-Jan,Certain infectious and parasitic diseases,A00-B99,2001,2001,225,15285559,1.5
1-4 years,4-Jan,Certain infectious and parasitic diseases,A00-B99,2002,2002,170,15477731,1.1
1-4 years,4-Jan,Certain infectious and parasitic diseases,A00-B99,2003,2003,197,15616575,1.3
1-4 years,4-Jan,Certain infectious and parasitic diseases,A00-B99,2004,2004,187,15771627,1.2
1-4 years,4-Jan,Certain infectious and parasitic diseases,A00-B99,2005,2005,180,15913007,1.1
1-4 years,4-Jan,Certain infectious and parasitic diseases,A00-B99,2006,2006,186,15897145,1.2
1-4 years,4-Jan,Certain infectious and parasitic diseases,A00-B99,2007,2007,167,15977965,1
1-4 years,4-Jan,Certain infectious and parasitic diseases,A00-B99,2008,2008,182,16138392,1.1
1-4 years,4-Jan,Certain infectious and parasitic diseases,A00-B99,2009,2009,171,16240931,1.1
1-4 years,4-Jan,Certain infectious and parasitic diseases,A00-B99,2010,2010,163,16257209,1
1-4 years,4-Jan,Certain infectious and parasitic diseases,A00-B99,2011,2011,150,16165521,0.9
1-4 years,4-Jan,Certain infectious and parasitic diseases,A00-B99,2012,2012,187,16056267,1.2
1-4 years,4-Jan,Certain infectious and parasitic diseases,A00-B99,2013,2013,157,15926305,1
1-4 years,4-Jan,Certain infectious and parasitic diseases,A00-B99,2014,2014,156,15928533,1
1-4 years,4-Jan,Certain infectious and parasitic diseases,A00-B99,2015,2015,171,15929243,1.1
1-4 years,4-Jan,Certain infectious and parasitic diseases,A00-B99,2016,2016,197,15956892,1.2
1-4 years,4-Jan,Certain infectious and parasitic diseases,A00-B99,2017,2017,151,15999565,0.9
1-4 years,4-Jan,Certain infectious and parasitic diseases,A00-B99,2018,2018,174,15962067,1.1
1-4 years,4-Jan,Certain infectious and parasitic diseases,A00-B99,2019,2019,214,15793631,1.4
1-4 years,4-Jan,Certain infectious and parasitic diseases,A00-B99,2020,2020,135,15566282,0.9
1-4 years,4-Jan,Neoplasms,C00-D48,1999,1999,481,15339782,3.1
1-4 years,4-Jan,Neoplasms,C00-D48,2000,2000,473,15370150,3.1
1-4 years,4-Jan,Neoplasms,C00-D48,2001,2001,478,15285559,3.1
1-4 years,4-Jan,Neoplasms,C00-D48,2002,2002,462,15477731,3
1-4 years,4-Jan,Neoplasms,C00-D48,2003,2003,443,15616575,2.8
1-4 years,4-Jan,Neoplasms,C00-D48,2004,2004,452,15771627,2.9
1-4 years,4-Jan,Neoplasms,C00-D48,2005,2005,429,15913007,2.7
1-4 years,4-Jan,Neoplasms,C00-D48,2006,2006,437,15897145,2.7
1-4 years,4-Jan,Neoplasms,C00-D48,2007,2007,423,15977965,2.6
1-4 years,4-Jan,Neoplasms,C00-D48,2008,2008,440,16138392,2.7
1-4 years,4-Jan,Neoplasms,C00-D48,2009,2009,403,16240931,2.5
1-4 years,4-Jan,Neoplasms,C00-D48,2010,2010,405,16257209,2.5
1-4 years,4-Jan,Neoplasms,C00-D48,2011,2011,398,16165521,2.5
1-4 years,4-Jan,Neoplasms,C00-D48,2012,2012,447,16056267,2.8
1-4 years,4-Jan,Neoplasms,C00-D48,2013,2013,375,15926305,2.4
1-4 years,4-Jan,Neoplasms,C00-D48,2014,2014,359,15928533,2.3
1-4 years,4-Jan,Neoplasms,C00-D48,2015,2015,388,15929243,2.4
1-4 years,4-Jan,Neoplasms,C00-D48,2016,2016,426,15956892,2.7
1-4 years,4-Jan,Neoplasms,C00-D48,2017,2017,369,15999565,2.3
1-4 years,4-Jan,Neoplasms,C00-D48,2018,2018,365,15962067,2.3
1-4 years,4-Jan,Neoplasms,C00-D48,2019,2019,334,15793631,2.1
1-4 years,4-Jan,Neoplasms,C00-D48,2020,2020,342,15566282,2.2
1-4 years,4-Jan,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,1999,1999,82,15339782,0.5
1-4 years,4-Jan,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2000,2000,82,15370150,0.5
1-4 years,4-Jan,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2001,2001,73,15285559,0.5
1-4 years,4-Jan,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2002,2002,77,15477731,0.5
1-4 years,4-Jan,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2003,2003,73,15616575,0.5
1-4 years,4-Jan,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2004,2004,68,15771627,0.4
1-4 years,4-Jan,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2005,2005,76,15913007,0.5
1-4 years,4-Jan,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2006,2006,73,15897145,0.5
1-4 years,4-Jan,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2007,2007,72,15977965,0.5
1-4 years,4-Jan,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2008,2008,91,16138392,0.6
1-4 years,4-Jan,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2009,2009,72,16240931,0.4
1-4 years,4-Jan,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2010,2010,71,16257209,0.4
1-4 years,4-Jan,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2011,2011,54,16165521,0.3
1-4 years,4-Jan,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2012,2012,54,16056267,0.3
1-4 years,4-Jan,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2013,2013,53,15926305,0.3
1-4 years,4-Jan,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2014,2014,52,15928533,0.3
1-4 years,4-Jan,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2015,2015,64,15929243,0.4
1-4 years,4-Jan,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2016,2016,74,15956892,0.5
1-4 years,4-Jan,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2017,2017,59,15999565,0.4
1-4 years,4-Jan,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2018,2018,58,15962067,0.4
1-4 years,4-Jan,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2019,2019,65,15793631,0.4
1-4 years,4-Jan,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,2020,2020,35,15566282,0.2
1-4 years,4-Jan,"Endocrine, nutritional and metabolic diseases",E00-E88,1999,1999,153,15339782,1
1-4 years,4-Jan,"Endocrine, nutritional and metabolic diseases",E00-E88,2000,2000,160,15370150,1
1-4 years,4-Jan,"Endocrine, nutritional and metabolic diseases",E00-E88,2001,2001,183,15285559,1.2
1-4 years,4-Jan,"Endocrine, nutritional and metabolic diseases",E00-E88,2002,2002,145,15477731,0.9
1-4 years,4-Jan,"Endocrine, nutritional and metabolic diseases",E00-E88,2003,2003,190,15616575,1.2
1-4 years,4-Jan,"Endocrine, nutritional and metabolic diseases",E00-E88,2004,2004,144,15771627,0.9
1-4 years,4-Jan,"Endocrine, nutritional and metabolic diseases",E00-E88,2005,2005,153,15913007,1
1-4 years,4-Jan,"Endocrine, nutritional and metabolic diseases",E00-E88,2006,2006,158,15897145,1
1-4 years,4-Jan,"Endocrine, nutritional and metabolic diseases",E00-E88,2007,2007,148,15977965,0.9
1-4 years,4-Jan,"Endocrine, nutritional and metabolic diseases",E00-E88,2008,2008,161,16138392,1
1-4 years,4-Jan,"Endocrine, nutritional and metabolic diseases",E00-E88,2009,2009,132,16240931,0.8
1-4 years,4-Jan,"Endocrine, nutritional and metabolic diseases",E00-E88,2010,2010,134,16257209,0.8
1-4 years,4-Jan,"Endocrine, nutritional and metabolic diseases",E00-E88,2011,2011,128,16165521,0.8
1-4 years,4-Jan,"Endocrine, nutritional and metabolic diseases",E00-E88,2012,2012,135,16056267,0.8
1-4 years,4-Jan,"Endocrine, nutritional and metabolic diseases",E00-E88,2013,2013,138,15926305,0.9
1-4 years,4-Jan,"Endocrine, nutritional and metabolic diseases",E00-E88,2014,2014,145,15928533,0.9
1-4 years,4-Jan,"Endocrine, nutritional and metabolic diseases",E00-E88,2015,2015,114,15929243,0.7
1-4 years,4-Jan,"Endocrine, nutritional and metabolic diseases",E00-E88,2016,2016,141,15956892,0.9
1-4 years,4-Jan,"Endocrine, nutritional and metabolic diseases",E00-E88,2017,2017,136,15999565,0.9
1-4 years,4-Jan,"Endocrine, nutritional and metabolic diseases",E00-E88,2018,2018,109,15962067,0.7
1-4 years,4-Jan,"Endocrine, nutritional and metabolic diseases",E00-E88,2019,2019,100,15793631,0.6
1-4 years,4-Jan,"Endocrine, nutritional and metabolic diseases",E00-E88,2020,2020,124,15566282,0.8
1-4 years,4-Jan,Mental and behavioural disorders,F01-F99,1999,1999,11,15339782,Unreliable
1-4 years,4-Jan,Mental and behavioural disorders,F01-F99,2000,2000,11,15370150,Unreliable
1-4 years,4-Jan,Mental and behavioural disorders,F01-F99,2001,2001,10,15285559,Unreliable
1-4 years,4-Jan,Mental and behavioural disorders,F01-F99,2002,2002,10,15477731,Unreliable
1-4 years,4-Jan,Mental and behavioural disorders,F01-F99,2003,2003,10,15616575,Unreliable
1-4 years,4-Jan,Diseases of the nervous system,G00-G98,1999,1999,361,15339782,2.4
1-4 years,4-Jan,Diseases of the nervous system,G00-G98,2000,2000,316,15370150,2.1
1-4 years,4-Jan,Diseases of the nervous system,G00-G98,2001,2001,315,15285559,2.1
1-4 years,4-Jan,Diseases of the nervous system,G00-G98,2002,2002,322,15477731,2.1
1-4 years,4-Jan,Diseases of the nervous system,G00-G98,2003,2003,280,15616575,1.8
1-4 years,4-Jan,Diseases of the nervous system,G00-G98,2004,2004,322,15771627,2
1-4 years,4-Jan,Diseases of the nervous system,G00-G98,2005,2005,294,15913007,1.8
1-4 years,4-Jan,Diseases of the nervous system,G00-G98,2006,2006,259,15897145,1.6
1-4 years,4-Jan,Diseases of the nervous system,G00-G98,2007,2007,263,15977965,1.6
1-4 years,4-Jan,Diseases of the nervous system,G00-G98,2008,2008,274,16138392,1.7
1-4 years,4-Jan,Diseases of the nervous system,G00-G98,2009,2009,276,16240931,1.7
1-4 years,4-Jan,Diseases of the nervous system,G00-G98,2010,2010,254,16257209,1.6
1-4 years,4-Jan,Diseases of the nervous system,G00-G98,2011,2011,239,16165521,1.5
1-4 years,4-Jan,Diseases of the nervous system,G00-G98,2012,2012,229,16056267,1.4
1-4 years,4-Jan,Diseases of the nervous system,G00-G98,2013,2013,225,15926305,1.4
1-4 years,4-Jan,Diseases of the nervous system,G00-G98,2014,2014,212,15928533,1.3
1-4 years,4-Jan,Diseases of the nervous system,G00-G98,2015,2015,251,15929243,1.6
1-4 years,4-Jan,Diseases of the nervous system,G00-G98,2016,2016,217,15956892,1.4
1-4 years,4-Jan,Diseases of the nervous system,G00-G98,2017,2017,210,15999565,1.3
1-4 years,4-Jan,Diseases of the nervous system,G00-G98,2018,2018,217,15962067,1.4
1-4 years,4-Jan,Diseases of the nervous system,G00-G98,2019,2019,203,15793631,1.3
1-4 years,4-Jan,Diseases of the nervous system,G00-G98,2020,2020,178,15566282,1.1
1-4 years,4-Jan,Diseases of the circulatory system,I00-I99,1999,1999,235,15339782,1.5
1-4 years,4-Jan,Diseases of the circulatory system,I00-I99,2000,2000,238,15370150,1.5
1-4 years,4-Jan,Diseases of the circulatory system,I00-I99,2001,2001,290,15285559,1.9
1-4 years,4-Jan,Diseases of the circulatory system,I00-I99,2002,2002,227,15477731,1.5
1-4 years,4-Jan,Diseases of the circulatory system,I00-I99,2003,2003,238,15616575,1.5
1-4 years,4-Jan,Diseases of the circulatory system,I00-I99,2004,2004,236,15771627,1.5
1-4 years,4-Jan,Diseases of the circulatory system,I00-I99,2005,2005,223,15913007,1.4
1-4 years,4-Jan,Diseases of the circulatory system,I00-I99,2006,2006,221,15897145,1.4
1-4 years,4-Jan,Diseases of the circulatory system,I00-I99,2007,2007,233,15977965,1.5
1-4 years,4-Jan,Diseases of the circulatory system,I00-I99,2008,2008,258,16138392,1.6
1-4 years,4-Jan,Diseases of the circulatory system,I00-I99,2009,2009,210,16240931,1.3
1-4 years,4-Jan,Diseases of the circulatory system,I00-I99,2010,2010,216,16257209,1.3
1-4 years,4-Jan,Diseases of the circulatory system,I00-I99,2011,2011,213,16165521,1.3
1-4 years,4-Jan,Diseases of the circulatory system,I00-I99,2012,2012,217,16056267,1.4
1-4 years,4-Jan,Diseases of the circulatory system,I00-I99,2013,2013,215,15926305,1.3
1-4 years,4-Jan,Diseases of the circulatory system,I00-I99,2014,2014,187,15928533,1.2
1-4 years,4-Jan,Diseases of the circulatory system,I00-I99,2015,2015,198,15929243,1.2
1-4 years,4-Jan,Diseases of the circulatory system,I00-I99,2016,2016,182,15956892,1.1
1-4 years,4-Jan,Diseases of the circulatory system,I00-I99,2017,2017,197,15999565,1.2
1-4 years,4-Jan,Diseases of the circulatory system,I00-I99,2018,2018,162,15962067,1
1-4 years,4-Jan,Diseases of the circulatory system,I00-I99,2019,2019,192,15793631,1.2
1-4 years,4-Jan,Diseases of the circulatory system,I00-I99,2020,2020,175,15566282,1.1
1-4 years,4-Jan,Diseases of the respiratory system,J00-J98,1999,1999,315,15339782,2.1
1-4 years,4-Jan,Diseases of the respiratory system,J00-J98,2000,2000,263,15370150,1.7
1-4 years,4-Jan,Diseases of the respiratory system,J00-J98,2001,2001,281,15285559,1.8
1-4 years,4-Jan,Diseases of the respiratory system,J00-J98,2002,2002,290,15477731,1.9
1-4 years,4-Jan,Diseases of the respiratory system,J00-J98,2003,2003,342,15616575,2.2
1-4 years,4-Jan,Diseases of the respiratory system,J00-J98,2004,2004,297,15771627,1.9
1-4 years,4-Jan,Diseases of the respiratory system,J00-J98,2005,2005,285,15913007,1.8
1-4 years,4-Jan,Diseases of the respiratory system,J00-J98,2006,2006,289,15897145,1.8
1-4 years,4-Jan,Diseases of the respiratory system,J00-J98,2007,2007,291,15977965,1.8
1-4 years,4-Jan,Diseases of the respiratory system,J00-J98,2008,2008,329,16138392,2
1-4 years,4-Jan,Diseases of the respiratory system,J00-J98,2009,2009,336,16240931,2.1
1-4 years,4-Jan,Diseases of the respiratory system,J00-J98,2010,2010,282,16257209,1.7
1-4 years,4-Jan,Diseases of the respiratory system,J00-J98,2011,2011,285,16165521,1.8
1-4 years,4-Jan,Diseases of the respiratory system,J00-J98,2012,2012,264,16056267,1.6
1-4 years,4-Jan,Diseases of the respiratory system,J00-J98,2013,2013,297,15926305,1.9
1-4 years,4-Jan,Diseases of the respiratory system,J00-J98,2014,2014,302,15928533,1.9
1-4 years,4-Jan,Diseases of the respiratory system,J00-J98,2015,2015,242,15929243,1.5
1-4 years,4-Jan,Diseases of the respiratory system,J00-J98,2016,2016,277,15956892,1.7
1-4 years,4-Jan,Diseases of the respiratory system,J00-J98,2017,2017,262,15999565,1.6
1-4 years,4-Jan,Diseases of the respiratory system,J00-J98,2018,2018,293,15962067,1.8
1-4 years,4-Jan,Diseases of the respiratory system,J00-J98,2019,2019,269,15793631,1.7
1-4 years,4-Jan,Diseases of the respiratory system,J00-J98,2020,2020,208,15566282,1.3
1-4 years,4-Jan,Diseases of the digestive system,K00-K92,1999,1999,115,15339782,0.7
1-4 years,4-Jan,Diseases of the digestive system,K00-K92,2000,2000,107,15370150,0.7
1-4 years,4-Jan,Diseases of the digestive system,K00-K92,2001,2001,118,15285559,0.8
1-4 years,4-Jan,Diseases of the digestive system,K00-K92,2002,2002,129,15477731,0.8
1-4 years,4-Jan,Diseases of the digestive system,K00-K92,2003,2003,130,15616575,0.8
1-4 years,4-Jan,Diseases of the digestive system,K00-K92,2004,2004,121,15771627,0.8
1-4 years,4-Jan,Diseases of the digestive system,K00-K92,2005,2005,131,15913007,0.8
